1779957904.566386 server started (1108490): version 3.6, socket /home/skynet/sockets/tmux-1000/debug-test, protocol 8
1779957904.566434 on Linux 7.0.0-15-generic #15-Ubuntu SMP PREEMPT_DYNAMIC Wed Apr 22 16:06:43 UTC 2026
1779957904.566450 using libevent 2.1.12-stable poll
1779957904.566459 using ncurses 6.5 20251123
1779957904.638833 args_parse_flag_argument: -T = copy-mode
1779957904.638846 args_parse_flags: next C-s
1779957904.638857 args_parse: flags end at 2 of 4
1779957904.638867 args_parse: 2 = C-s (type STRING)
1779957904.638884 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental -- "%%" } (type COMMANDS)
1779957904.638908 cmd_parse_build_commands: bind-key -T copy-mode C-s { command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental -- "%%" } }
1779957904.638919 cmdq_get_command: [bind-key/0x7edda165fb00] group 1447
1779957904.638930 cmdq_append <global>: [bind-key/0x7edda165fb00]
1779957904.638941 yylex_token: end at WS
1779957904.638950 yylex_token: bind
1779957904.638961 yylex_token: end at WS
1779957904.638972 yylex_token: -Tcopy-mode
1779957904.638985 yylex_token: end at WS
1779957904.638997 yylex_token: C-v
1779957904.639007 yylex_token: end at WS
1779957904.639016 yylex_token: send
1779957904.639027 yylex_token: end at WS
1779957904.639035 yylex_token: -X
1779957904.639046 yylex_token: end at WS
1779957904.639055 yylex_token: page-down
1779957904.639069 cmd_parse_build_commands 0:0: bind
1779957904.639080 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.639090 cmd_parse_build_commands 0:2: C-v
1779957904.639099 cmd_parse_build_commands 0:3 0:0: send
1779957904.639110 cmd_parse_build_commands 0:3 0:1: -X
1779957904.639119 cmd_parse_build_commands 0:3 0:2: page-down
1779957904.639131 cmd_parse_build_commands 0:0: send
1779957904.639142 cmd_parse_build_commands 0:1: -X
1779957904.639152 cmd_parse_build_commands 0:2: page-down
1779957904.639162 args_parse_flags: next -X
1779957904.639174 args_parse_flags: -X
1779957904.639184 args_parse_flags: next page-down
1779957904.639194 args_parse: flags end at 2 of 3
1779957904.639201 args_parse: 2 = page-down (type STRING)
1779957904.639215 cmd_parse_build_commands: send-keys -X page-down
1779957904.639225 args_parse_flags: next -Tcopy-mode
1779957904.639236 args_parse_flag_argument: -T = copy-mode
1779957904.639246 args_parse_flags: next C-v
1779957904.639259 args_parse: flags end at 2 of 4
1779957904.639267 args_parse: 2 = C-v (type STRING)
1779957904.639279 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779957904.639296 cmd_parse_build_commands: bind-key -T copy-mode C-v { send-keys -X page-down }
1779957904.639304 cmdq_get_command: [bind-key/0x7edda165fc00] group 1459
1779957904.639314 cmdq_append <global>: [bind-key/0x7edda165fc00]
1779957904.639326 yylex_token: end at WS
1779957904.639335 yylex_token: bind
1779957904.639345 yylex_token: end at WS
1779957904.639356 yylex_token: -Tcopy-mode
1779957904.639366 yylex_token: end at WS
1779957904.639376 yylex_token: C-w
1779957904.639387 yylex_token: end at WS
1779957904.639398 yylex_token: send
1779957904.639407 yylex_token: end at WS
1779957904.639418 yylex_token: -X
1779957904.639429 yylex_token: end at WS
1779957904.639439 yylex_token: copy-pipe-and-cancel
1779957904.639448 cmd_parse_build_commands 0:0: bind
1779957904.639459 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.639468 cmd_parse_build_commands 0:2: C-w
1779957904.639481 cmd_parse_build_commands 0:3 0:0: send
1779957904.639488 cmd_parse_build_commands 0:3 0:1: -X
1779957904.639502 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779957904.639512 cmd_parse_build_commands 0:0: send
1779957904.639523 cmd_parse_build_commands 0:1: -X
1779957904.639543 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779957904.639557 args_parse_flags: next -X
1779957904.639566 args_parse_flags: -X
1779957904.639576 args_parse_flags: next copy-pipe-and-cancel
1779957904.639588 args_parse: flags end at 2 of 3
1779957904.639600 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779957904.639613 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779957904.639624 args_parse_flags: next -Tcopy-mode
1779957904.639633 args_parse_flag_argument: -T = copy-mode
1779957904.639644 args_parse_flags: next C-w
1779957904.639653 args_parse: flags end at 2 of 4
1779957904.639666 args_parse: 2 = C-w (type STRING)
1779957904.639677 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779957904.639691 cmd_parse_build_commands: bind-key -T copy-mode C-w { send-keys -X copy-pipe-and-cancel }
1779957904.639706 cmdq_get_command: [bind-key/0x7edda165fd00] group 1467
1779957904.639721 cmdq_append <global>: [bind-key/0x7edda165fd00]
1779957904.639731 yylex_token: end at WS
1779957904.639739 yylex_token: bind
1779957904.639752 yylex_token: end at WS
1779957904.639763 yylex_token: -Tcopy-mode
1779957904.639772 yylex_token: end at WS
1779957904.639781 yylex_token: Escape
1779957904.639793 yylex_token: end at WS
1779957904.639801 yylex_token: send
1779957904.639815 yylex_token: end at WS
1779957904.639826 yylex_token: -X
1779957904.639836 yylex_token: end at WS
1779957904.639845 yylex_token: cancel
1779957904.639860 cmd_parse_build_commands 0:0: bind
1779957904.639868 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.639880 cmd_parse_build_commands 0:2: Escape
1779957904.639889 cmd_parse_build_commands 0:3 0:0: send
1779957904.639902 cmd_parse_build_commands 0:3 0:1: -X
1779957904.639913 cmd_parse_build_commands 0:3 0:2: cancel
1779957904.639924 cmd_parse_build_commands 0:0: send
1779957904.639936 cmd_parse_build_commands 0:1: -X
1779957904.639946 cmd_parse_build_commands 0:2: cancel
1779957904.639955 args_parse_flags: next -X
1779957904.639967 args_parse_flags: -X
1779957904.639976 args_parse_flags: next cancel
1779957904.639987 args_parse: flags end at 2 of 3
1779957904.639999 args_parse: 2 = cancel (type STRING)
1779957904.640013 cmd_parse_build_commands: send-keys -X cancel
1779957904.640022 args_parse_flags: next -Tcopy-mode
1779957904.640034 args_parse_flag_argument: -T = copy-mode
1779957904.640044 args_parse_flags: next Escape
1779957904.640054 args_parse: flags end at 2 of 4
1779957904.640063 args_parse: 2 = Escape (type STRING)
1779957904.640077 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1779957904.640089 cmd_parse_build_commands: bind-key -T copy-mode Escape { send-keys -X cancel }
1779957904.640150 cmdq_get_command: [bind-key/0x7edda165fe00] group 1475
1779957904.640162 cmdq_append <global>: [bind-key/0x7edda165fe00]
1779957904.640170 yylex_token: end at WS
1779957904.640180 yylex_token: bind
1779957904.640220 yylex_token: end at WS
1779957904.640232 yylex_token: -Tcopy-mode
1779957904.640243 yylex_token: end at WS
1779957904.640251 yylex_token: Space
1779957904.640263 yylex_token: end at WS
1779957904.640270 yylex_token: send
1779957904.640279 yylex_token: end at WS
1779957904.640287 yylex_token: -X
1779957904.640296 yylex_token: end at WS
1779957904.640308 yylex_token: page-down
1779957904.640319 cmd_parse_build_commands 0:0: bind
1779957904.640329 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.640341 cmd_parse_build_commands 0:2: Space
1779957904.640353 cmd_parse_build_commands 0:3 0:0: send
1779957904.640364 cmd_parse_build_commands 0:3 0:1: -X
1779957904.640376 cmd_parse_build_commands 0:3 0:2: page-down
1779957904.640386 cmd_parse_build_commands 0:0: send
1779957904.640393 cmd_parse_build_commands 0:1: -X
1779957904.640404 cmd_parse_build_commands 0:2: page-down
1779957904.640416 args_parse_flags: next -X
1779957904.640425 args_parse_flags: -X
1779957904.640435 args_parse_flags: next page-down
1779957904.640446 args_parse: flags end at 2 of 3
1779957904.640454 args_parse: 2 = page-down (type STRING)
1779957904.640475 cmd_parse_build_commands: send-keys -X page-down
1779957904.640485 args_parse_flags: next -Tcopy-mode
1779957904.640495 args_parse_flag_argument: -T = copy-mode
1779957904.640507 args_parse_flags: next Space
1779957904.640516 args_parse: flags end at 2 of 4
1779957904.640527 args_parse: 2 = Space (type STRING)
1779957904.640550 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779957904.640567 cmd_parse_build_commands: bind-key -T copy-mode Space { send-keys -X page-down }
1779957904.640581 cmdq_get_command: [bind-key/0x7edda165ff00] group 1483
1779957904.640601 cmdq_append <global>: [bind-key/0x7edda165ff00]
1779957904.640612 yylex_token: end at WS
1779957904.640621 yylex_token: bind
1779957904.640633 yylex_token: end at WS
1779957904.640642 yylex_token: -Tcopy-mode
1779957904.640656 yylex_token: end at WS
1779957904.640666 yylex_token: ,
1779957904.640678 yylex_token: end at WS
1779957904.640688 yylex_token: send
1779957904.640704 yylex_token: end at WS
1779957904.640714 yylex_token: -X
1779957904.640726 yylex_token: end at WS
1779957904.640734 yylex_token: jump-reverse
1779957904.640747 cmd_parse_build_commands 0:0: bind
1779957904.640754 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.640762 cmd_parse_build_commands 0:2: ,
1779957904.640773 cmd_parse_build_commands 0:3 0:0: send
1779957904.640782 cmd_parse_build_commands 0:3 0:1: -X
1779957904.640795 cmd_parse_build_commands 0:3 0:2: jump-reverse
1779957904.640804 cmd_parse_build_commands 0:0: send
1779957904.640817 cmd_parse_build_commands 0:1: -X
1779957904.640827 cmd_parse_build_commands 0:2: jump-reverse
1779957904.640841 args_parse_flags: next -X
1779957904.640848 args_parse_flags: -X
1779957904.640860 args_parse_flags: next jump-reverse
1779957904.640871 args_parse: flags end at 2 of 3
1779957904.640883 args_parse: 2 = jump-reverse (type STRING)
1779957904.640895 cmd_parse_build_commands: send-keys -X jump-reverse
1779957904.640905 args_parse_flags: next -Tcopy-mode
1779957904.640912 args_parse_flag_argument: -T = copy-mode
1779957904.640923 args_parse_flags: next ,
1779957904.640932 args_parse: flags end at 2 of 4
1779957904.640944 args_parse: 2 = , (type STRING)
1779957904.640960 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1779957904.640973 cmd_parse_build_commands: bind-key -T copy-mode , { send-keys -X jump-reverse }
1779957904.640985 cmdq_get_command: [bind-key/0x7edda1662000] group 1491
1779957904.640997 cmdq_append <global>: [bind-key/0x7edda1662000]
1779957904.641008 yylex_token: end at WS
1779957904.641016 yylex_token: bind
1779957904.641025 yylex_token: end at WS
1779957904.641038 yylex_token: -Tcopy-mode
1779957904.641052 yylex_token: end at WS
1779957904.641063 yylex_token: ;
1779957904.641074 yylex_token: end at WS
1779957904.641085 yylex_token: send
1779957904.641094 yylex_token: end at WS
1779957904.641105 yylex_token: -X
1779957904.641115 yylex_token: end at WS
1779957904.641126 yylex_token: jump-again
1779957904.641136 cmd_parse_build_commands 0:0: bind
1779957904.641150 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.641160 cmd_parse_build_commands 0:2: ;
1779957904.641172 cmd_parse_build_commands 0:3 0:0: send
1779957904.641181 cmd_parse_build_commands 0:3 0:1: -X
1779957904.641193 cmd_parse_build_commands 0:3 0:2: jump-again
1779957904.641202 cmd_parse_build_commands 0:0: send
1779957904.641215 cmd_parse_build_commands 0:1: -X
1779957904.641226 cmd_parse_build_commands 0:2: jump-again
1779957904.641239 args_parse_flags: next -X
1779957904.641254 args_parse_flags: -X
1779957904.641265 args_parse_flags: next jump-again
1779957904.641275 args_parse: flags end at 2 of 3
1779957904.641283 args_parse: 2 = jump-again (type STRING)
1779957904.641296 cmd_parse_build_commands: send-keys -X jump-again
1779957904.641308 args_parse_flags: next -Tcopy-mode
1779957904.641318 args_parse_flag_argument: -T = copy-mode
1779957904.641328 args_parse_flags: next ;
1779957904.641342 args_parse: flags end at 2 of 4
1779957904.641351 args_parse: 2 = ; (type STRING)
1779957904.641364 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1779957904.641378 cmd_parse_build_commands: bind-key -T copy-mode \\; { send-keys -X jump-again }
1779957904.641390 cmdq_get_command: [bind-key/0x7edda1662100] group 1499
1779957904.641398 cmdq_append <global>: [bind-key/0x7edda1662100]
1779957904.641413 yylex_token: end at WS
1779957904.641423 yylex_token: bind
1779957904.641434 yylex_token: end at WS
1779957904.641443 yylex_token: -Tcopy-mode
1779957904.641455 yylex_token: end at WS
1779957904.641463 yylex_token: F
1779957904.641477 yylex_token: end at WS
1779957904.641488 yylex_token: command-prompt
1779957904.641496 yylex_token: end at WS
1779957904.641508 yylex_token: -1p(jump backward)
1779957904.641519 yylex_token: end at WS
1779957904.641529 yylex_token: send
1779957904.641552 yylex_token: end at WS
1779957904.641564 yylex_token: -X
1779957904.641574 yylex_token: end at WS
1779957904.641585 yylex_token: jump-backward
1779957904.641594 yylex_token: end at WS
1779957904.641614 yylex_token: --
1779957904.641624 yylex_token: end at WS
1779957904.641636 yylex_token: %%
1779957904.641646 cmd_parse_build_commands 0:0: bind
1779957904.641656 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.641667 cmd_parse_build_commands 0:2: F
1779957904.641678 cmd_parse_build_commands 0:3 0:0: command-prompt
1779957904.641687 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1779957904.641699 cmd_parse_build_commands 0:3 0:2 0:0: send
1779957904.641706 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779957904.641715 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1779957904.641726 cmd_parse_build_commands 0:3 0:2 0:3: --
1779957904.641736 cmd_parse_build_commands 0:3 0:2 0:4: %%
1779957904.641746 cmd_parse_build_commands 0:0: command-prompt
1779957904.641757 cmd_parse_build_commands 0:1: -1p(jump backward)
1779957904.641766 cmd_parse_build_commands 0:2 0:0: send
1779957904.641774 cmd_parse_build_commands 0:2 0:1: -X
1779957904.641786 cmd_parse_build_commands 0:2 0:2: jump-backward
1779957904.641796 cmd_parse_build_commands 0:2 0:3: --
1779957904.641807 cmd_parse_build_commands 0:2 0:4: %%
1779957904.641816 cmd_parse_build_commands 0:0: send
1779957904.641827 cmd_parse_build_commands 0:1: -X
1779957904.641838 cmd_parse_build_commands 0:2: jump-backward
1779957904.641844 cmd_parse_build_commands 0:3: --
1779957904.641857 cmd_parse_build_commands 0:4: %%
1779957904.641877 args_parse_flags: next -X
1779957904.641886 args_parse_flags: -X
1779957904.641898 args_parse_flags: next jump-backward
1779957904.641909 args_parse: flags end at 2 of 5
1779957904.641920 args_parse: 2 = jump-backward (type STRING)
1779957904.641931 args_parse: 3 = -- (type STRING)
1779957904.641941 args_parse: 4 = %% (type STRING)
1779957904.641954 cmd_parse_build_commands: send-keys -X jump-backward -- "%%"
1779957904.641961 args_parse_flags: next -1p(jump backward)
1779957904.641973 args_parse_flags: -1
1779957904.641981 args_parse_flag_argument: -p = (jump backward)
1779957904.641990 args_parse: flags end at 2 of 3
1779957904.642007 args_parse: 2 = send-keys -X jump-backward -- "%%" (type COMMANDS)
1779957904.642022 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" }
1779957904.642032 args_parse_flags: next -Tcopy-mode
1779957904.642042 args_parse_flag_argument: -T = copy-mode
1779957904.642052 args_parse_flags: next F
1779957904.642059 args_parse: flags end at 2 of 4
1779957904.642069 args_parse: 2 = F (type STRING)
1779957904.642082 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" } (type COMMANDS)
1779957904.642098 cmd_parse_build_commands: bind-key -T copy-mode F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" } }
1779957904.642110 cmdq_get_command: [bind-key/0x7edda1662200] group 1507
1779957904.642121 cmdq_append <global>: [bind-key/0x7edda1662200]
1779957904.642134 yylex_token: end at WS
1779957904.642143 yylex_token: bind
1779957904.642154 yylex_token: end at WS
1779957904.642161 yylex_token: -Tcopy-mode
1779957904.642171 yylex_token: end at WS
1779957904.642181 yylex_token: N
1779957904.642190 yylex_token: end at WS
1779957904.642196 yylex_token: send
1779957904.642203 yylex_token: end at WS
1779957904.642209 yylex_token: -X
1779957904.642220 yylex_token: end at WS
1779957904.642227 yylex_token: search-reverse
1779957904.642234 cmd_parse_build_commands 0:0: bind
1779957904.642243 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.642249 cmd_parse_build_commands 0:2: N
1779957904.642256 cmd_parse_build_commands 0:3 0:0: send
1779957904.642263 cmd_parse_build_commands 0:3 0:1: -X
1779957904.642271 cmd_parse_build_commands 0:3 0:2: search-reverse
1779957904.642283 cmd_parse_build_commands 0:0: send
1779957904.642289 cmd_parse_build_commands 0:1: -X
1779957904.642296 cmd_parse_build_commands 0:2: search-reverse
1779957904.642304 args_parse_flags: next -X
1779957904.642311 args_parse_flags: -X
1779957904.642319 args_parse_flags: next search-reverse
1779957904.642326 args_parse: flags end at 2 of 3
1779957904.642344 args_parse: 2 = search-reverse (type STRING)
1779957904.642352 cmd_parse_build_commands: send-keys -X search-reverse
1779957904.642361 args_parse_flags: next -Tcopy-mode
1779957904.642367 args_parse_flag_argument: -T = copy-mode
1779957904.642376 args_parse_flags: next N
1779957904.642384 args_parse: flags end at 2 of 4
1779957904.642390 args_parse: 2 = N (type STRING)
1779957904.642400 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1779957904.642412 cmd_parse_build_commands: bind-key -T copy-mode N { send-keys -X search-reverse }
1779957904.642422 cmdq_get_command: [bind-key/0x7edda1662300] group 1519
1779957904.642429 cmdq_append <global>: [bind-key/0x7edda1662300]
1779957904.642438 yylex_token: end at WS
1779957904.642446 yylex_token: bind
1779957904.642455 yylex_token: end at WS
1779957904.642463 yylex_token: -Tcopy-mode
1779957904.642470 yylex_token: end at WS
1779957904.642476 yylex_token: P
1779957904.642486 yylex_token: end at WS
1779957904.642493 yylex_token: send
1779957904.642504 yylex_token: end at WS
1779957904.642510 yylex_token: -X
1779957904.642520 yylex_token: end at WS
1779957904.642528 yylex_token: toggle-position
1779957904.642550 cmd_parse_build_commands 0:0: bind
1779957904.642558 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.642563 cmd_parse_build_commands 0:2: P
1779957904.642569 cmd_parse_build_commands 0:3 0:0: send
1779957904.642574 cmd_parse_build_commands 0:3 0:1: -X
1779957904.642580 cmd_parse_build_commands 0:3 0:2: toggle-position
1779957904.642590 cmd_parse_build_commands 0:0: send
1779957904.642596 cmd_parse_build_commands 0:1: -X
1779957904.642605 cmd_parse_build_commands 0:2: toggle-position
1779957904.642611 args_parse_flags: next -X
1779957904.642620 args_parse_flags: -X
1779957904.642627 args_parse_flags: next toggle-position
1779957904.642638 args_parse: flags end at 2 of 3
1779957904.642646 args_parse: 2 = toggle-position (type STRING)
1779957904.642654 cmd_parse_build_commands: send-keys -X toggle-position
1779957904.642661 args_parse_flags: next -Tcopy-mode
1779957904.642668 args_parse_flag_argument: -T = copy-mode
1779957904.642675 args_parse_flags: next P
1779957904.642680 args_parse: flags end at 2 of 4
1779957904.642687 args_parse: 2 = P (type STRING)
1779957904.642700 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1779957904.642709 cmd_parse_build_commands: bind-key -T copy-mode P { send-keys -X toggle-position }
1779957904.642716 cmdq_get_command: [bind-key/0x7edda1662400] group 1527
1779957904.642724 cmdq_append <global>: [bind-key/0x7edda1662400]
1779957904.642736 yylex_token: end at WS
1779957904.642742 yylex_token: bind
1779957904.642751 yylex_token: end at WS
1779957904.642757 yylex_token: -Tcopy-mode
1779957904.642763 yylex_token: end at WS
1779957904.642773 yylex_token: R
1779957904.642781 yylex_token: end at WS
1779957904.642791 yylex_token: send
1779957904.642799 yylex_token: end at WS
1779957904.642806 yylex_token: -X
1779957904.642817 yylex_token: end at WS
1779957904.642826 yylex_token: rectangle-toggle
1779957904.642832 cmd_parse_build_commands 0:0: bind
1779957904.642842 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.642849 cmd_parse_build_commands 0:2: R
1779957904.642856 cmd_parse_build_commands 0:3 0:0: send
1779957904.642866 cmd_parse_build_commands 0:3 0:1: -X
1779957904.642872 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1779957904.642880 cmd_parse_build_commands 0:0: send
1779957904.642886 cmd_parse_build_commands 0:1: -X
1779957904.642893 cmd_parse_build_commands 0:2: rectangle-toggle
1779957904.642900 args_parse_flags: next -X
1779957904.642909 args_parse_flags: -X
1779957904.642917 args_parse_flags: next rectangle-toggle
1779957904.642925 args_parse: flags end at 2 of 3
1779957904.642931 args_parse: 2 = rectangle-toggle (type STRING)
1779957904.642942 cmd_parse_build_commands: send-keys -X rectangle-toggle
1779957904.642952 args_parse_flags: next -Tcopy-mode
1779957904.642959 args_parse_flag_argument: -T = copy-mode
1779957904.642969 args_parse_flags: next R
1779957904.642988 args_parse: flags end at 2 of 4
1779957904.642999 args_parse: 2 = R (type STRING)
1779957904.643011 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1779957904.643020 cmd_parse_build_commands: bind-key -T copy-mode R { send-keys -X rectangle-toggle }
1779957904.643031 cmdq_get_command: [bind-key/0x7edda1662500] group 1535
1779957904.643039 cmdq_append <global>: [bind-key/0x7edda1662500]
1779957904.643045 yylex_token: end at WS
1779957904.643052 yylex_token: bind
1779957904.643060 yylex_token: end at WS
1779957904.643070 yylex_token: -Tcopy-mode
1779957904.643076 yylex_token: end at WS
1779957904.643086 yylex_token: T
1779957904.643093 yylex_token: end at WS
1779957904.643102 yylex_token: command-prompt
1779957904.643109 yylex_token: end at WS
1779957904.643118 yylex_token: -1p(jump to backward)
1779957904.643126 yylex_token: end at WS
1779957904.643132 yylex_token: send
1779957904.643141 yylex_token: end at WS
1779957904.643148 yylex_token: -X
1779957904.643159 yylex_token: end at WS
1779957904.643165 yylex_token: jump-to-backward
1779957904.643172 yylex_token: end at WS
1779957904.643182 yylex_token: --
1779957904.643189 yylex_token: end at WS
1779957904.643198 yylex_token: %%
1779957904.643205 cmd_parse_build_commands 0:0: bind
1779957904.643214 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.643223 cmd_parse_build_commands 0:2: T
1779957904.643229 cmd_parse_build_commands 0:3 0:0: command-prompt
1779957904.643241 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1779957904.643251 cmd_parse_build_commands 0:3 0:2 0:0: send
1779957904.643259 cmd_parse_build_commands 0:3 0:2 0:1: -X
1779957904.643272 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1779957904.643281 cmd_parse_build_commands 0:3 0:2 0:3: --
1779957904.643290 cmd_parse_build_commands 0:3 0:2 0:4: %%
1779957904.643298 cmd_parse_build_commands 0:0: command-prompt
1779957904.643309 cmd_parse_build_commands 0:1: -1p(jump to backward)
1779957904.643317 cmd_parse_build_commands 0:2 0:0: send
1779957904.643325 cmd_parse_build_commands 0:2 0:1: -X
1779957904.643331 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1779957904.643342 cmd_parse_build_commands 0:2 0:3: --
1779957904.643348 cmd_parse_build_commands 0:2 0:4: %%
1779957904.643354 cmd_parse_build_commands 0:0: send
1779957904.643365 cmd_parse_build_commands 0:1: -X
1779957904.643372 cmd_parse_build_commands 0:2: jump-to-backward
1779957904.643378 cmd_parse_build_commands 0:3: --
1779957904.643385 cmd_parse_build_commands 0:4: %%
1779957904.643392 args_parse_flags: next -X
1779957904.643401 args_parse_flags: -X
1779957904.643410 args_parse_flags: next jump-to-backward
1779957904.643416 args_parse: flags end at 2 of 5
1779957904.643423 args_parse: 2 = jump-to-backward (type STRING)
1779957904.643430 args_parse: 3 = -- (type STRING)
1779957904.643441 args_parse: 4 = %% (type STRING)
1779957904.643449 cmd_parse_build_commands: send-keys -X jump-to-backward -- "%%"
1779957904.643459 args_parse_flags: next -1p(jump to backward)
1779957904.643466 args_parse_flags: -1
1779957904.643478 args_parse_flag_argument: -p = (jump to backward)
1779957904.643484 args_parse: flags end at 2 of 3
1779957904.643496 args_parse: 2 = send-keys -X jump-to-backward -- "%%" (type COMMANDS)
1779957904.643509 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" }
1779957904.643518 args_parse_flags: next -Tcopy-mode
1779957904.643526 args_parse_flag_argument: -T = copy-mode
1779957904.643532 args_parse_flags: next T
1779957904.643558 args_parse: flags end at 2 of 4
1779957904.643566 args_parse: 2 = T (type STRING)
1779957904.643577 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } (type COMMANDS)
1779957904.643592 cmd_parse_build_commands: bind-key -T copy-mode T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward -- "%%" } }
1779957904.643599 cmdq_get_command: [bind-key/0x7edda1662600] group 1543
1779957904.643605 cmdq_append <global>: [bind-key/0x7edda1662600]
1779957904.643619 yylex_token: end at WS
1779957904.643626 yylex_token: bind
1779957904.643634 yylex_token: end at WS
1779957904.643643 yylex_token: -Tcopy-mode
1779957904.643652 yylex_token: end at WS
1779957904.643657 yylex_token: X
1779957904.643669 yylex_token: end at WS
1779957904.643675 yylex_token: send
1779957904.643687 yylex_token: end at WS
1779957904.643693 yylex_token: -X
1779957904.643700 yylex_token: end at WS
1779957904.643706 yylex_token: set-mark
1779957904.643713 cmd_parse_build_commands 0:0: bind
1779957904.643719 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.643731 cmd_parse_build_commands 0:2: X
1779957904.643739 cmd_parse_build_commands 0:3 0:0: send
1779957904.643745 cmd_parse_build_commands 0:3 0:1: -X
1779957904.643755 cmd_parse_build_commands 0:3 0:2: set-mark
1779957904.643763 cmd_parse_build_commands 0:0: send
1779957904.643769 cmd_parse_build_commands 0:1: -X
1779957904.643776 cmd_parse_build_commands 0:2: set-mark
1779957904.643783 args_parse_flags: next -X
1779957904.643792 args_parse_flags: -X
1779957904.643797 args_parse_flags: next set-mark
1779957904.643805 args_parse: flags end at 2 of 3
1779957904.643812 args_parse: 2 = set-mark (type STRING)
1779957904.643826 cmd_parse_build_commands: send-keys -X set-mark
1779957904.643833 args_parse_flags: next -Tcopy-mode
1779957904.643839 args_parse_flag_argument: -T = copy-mode
1779957904.643852 args_parse_flags: next X
1779957904.643859 args_parse: flags end at 2 of 4
1779957904.643871 args_parse: 2 = X (type STRING)
1779957904.643893 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1779957904.643908 cmd_parse_build_commands: bind-key -T copy-mode X { send-keys -X set-mark }
1779957904.643915 cmdq_get_command: [bind-key/0x7edda1662700] group 1555
1779957904.643924 cmdq_append <global>: [bind-key/0x7edda1662700]
1779957904.643930 yylex_token: end at WS
1779957904.643936 yylex_token: bind
1779957904.643943 yylex_token: end at WS
1779957904.643953 yylex_token: -Tcopy-mode
1779957904.643961 yylex_token: end at WS
1779957904.643967 yylex_token: f
1779957904.643974 yylex_token: end at WS
1779957904.643980 yylex_token: command-prompt
1779957904.643988 yylex_token: end at WS
1779957904.643999 yylex_token: -1p(jump forward)
1779957904.644007 yylex_token: end at WS
1779957904.644013 yylex_token: send
1779957904.644020 yylex_token: end at WS
1779957904.644029 yylex_token: -X
1779957904.644036 yylex_token: end at WS
1779957904.644046 yylex_token: jump-forward
1779957904.644052 yylex_token: end at WS
1779957904.644059 yylex_token: --
1779957904.644066 yylex_token: end at WS
1779957904.644074 yylex_token: %%
1779957904.644081 cmd_parse_build_commands 0:0: bind
1779957904.644091 cmd_parse_build_commands 0:1: -Tcopy-mode
1779957904.644099 cmd_parse_build_commands 0:2: f
1779957904.644106 cmd_parse_build_commands 0:3 0:0: command-prompt
1779957904.644112 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1779957904.644119 cmd_parse_build_commands 0:3 0:2 0:0: send
1779957904.644126 cmd_parse_build_commands 0:3 0:2 0:1: -X
